t,gyro_z,RF_rpm,RF_cur,FL_rpm,FL_cur,RR_rpm,RR_cur,RL_rpm,RL_cur
0.1741,0.1033,25,0.66455078125,88,15.640625,15,-0.78271484375,45,18.71875
0.1808,0.1033,3,-1.181640625,88,15.640625,15,-0.78271484375,45,18.71875
0.1838,0.0871,3,-1.181640625,88,15.640625,15,-0.78271484375,45,18.71875
0.1895,0.0871,3,-1.181640625,164,4.22265625,15,-0.78271484375,45,18.71875
0.1925,0.0338,3,-1.181640625,164,4.22265625,15,-0.78271484375,45,18.71875
0.1932,0.0338,3,-1.181640625,164,4.22265625,15,-0.78271484375,45,18.71875
0.1988,0.0338,3,-1.181640625,164,4.22265625,26,0.2529296875,57,14.859375
0.2031,0.0964,3,-1.181640625,164,4.22265625,26,0.2529296875,57,14.859375
0.2085,0.0964,17,-0.92626953125,164,4.22265625,26,0.2529296875,57,14.859375
0.2105,0.0612,17,-0.92626953125,164,4.22265625,26,0.2529296875,57,14.859375
0.2147,0.0612,17,-0.92626953125,164,4.22265625,26,0.2529296875,57,14.859375
0.2202,0.0612,17,-0.92626953125,183,6.80078125,44,8.5703125,60,14.0703125
0.2241,0.1646,17,-0.92626953125,183,6.80078125,44,8.5703125,60,14.0703125
0.2274,0.1646,37,7.62109375,183,6.80078125,44,8.5703125,60,14.0703125
0.2316,0.1593,37,7.62109375,183,6.80078125,44,8.5703125,60,14.0703125
0.2342,0.1593,37,7.62109375,183,6.80078125,44,8.5703125,60,14.0703125
0.2407,0.1593,37,7.62109375,157,6.859375,44,8.078125,70,10.3359375
0.2427,0.0645,37,7.62109375,157,6.859375,44,8.078125,70,10.3359375
0.2485,0.0645,44,9.140625,157,6.859375,44,8.078125,70,10.3359375
0.2511,0.0198,44,9.140625,157,6.859375,44,8.078125,70,10.3359375
